channel x_pos y_pos z_pos
1225 -15 -1075 -160
1226 -15 -1070 -160
1227 -15 -1065 -160
1228 -15 -1060 -160
1229 -15 -1055 -160
1230 -15 -1050 -160
1231 -15 -1045 -160
1232 -15 -1040 -160
1233 -15 -1035 -160
1234 -15 -1030 -160
1235 -15 -1025 -160
1236 -15 -1020 -160
1237 -15 -1015 -160
1238 -15 -1010 -160
1239 -15 -1005 -160
1240 -15 -1000 -160
1241 -15 -995 -160
1242 -15 -990 -160
1243 -15 -985 -160
1244 -15 -980 -160
1245 -15 -975 -160
1246 -15 -970 -160
1247 -15 -965 -160
1248 -15 -960 -160
1249 -15 -955 -160
1250 -15 -950 -160
1251 -15 -945 -160
1252 -15 -940 -160
1253 -15 -935 -160
1254 -15 -930 -160
1255 -15 -925 -160
1256 -15 -920 -160
1257 -15 -915 -160
1258 -15 -910 -160
1259 -15 -905 -160
1260 -15 -900 -160
1261 -15 -895 -160
1262 -15 -890 -160
1263 -15 -885 -160
1264 -15 -880 -160
1265 -15 -875 -160
1266 -15 -870 -160
1267 -15 -865 -160
1268 -15 -860 -160
1269 -15 -855 -160
1270 -15 -850 -160
1271 -15 -845 -160
1272 -15 -840 -160
1273 -15 -835 -160
1274 -15 -830 -160
1275 -15 -825 -160
1276 -15 -820 -160
1277 -15 -815 -160
1278 -15 -810 -160
1279 -15 -805 -160
1280 -15 -800 -160
1281 -15 -795 -160
1282 -15 -790 -160
1283 -15 -785 -160
1284 -15 -780 -160
1285 -15 -775 -160
1286 -15 -770 -160
1287 -15 -765 -160
1288 -15 -760 -160
1289 -15 -755 -160
1290 -15 -750 -160
1291 -15 -745 -160
1292 -15 -740 -160
1293 -15 -735 -160
1294 -15 -730 -160
1295 -15 -725 -160
1296 -15 -720 -160
1297 -15 -715 -160
1298 -15 -710 -160
1299 -15 -705 -160
1300 -15 -700 -160
1301 -15 -695 -160
1302 -15 -690 -160
1303 -15 -685 -160
1304 -15 -680 -160
1305 -15 -675 -160
1306 -15 -670 -160
1307 -15 -665 -160
1308 -15 -660 -160
1309 -15 -655 -160
1310 -15 -650 -160
1311 -15 -645 -160
1312 -15 -640 -160
1313 -15 -635 -160
1314 -15 -630 -160
1315 -15 -625 -160
1316 -15 -620 -160
1317 -15 -615 -160
1318 -15 -610 -160
1319 -15 -605 -160
1320 -15 -600 -160
1321 -15 -595 -160
1322 -15 -590 -160
1323 -15 -585 -160
1324 -15 -580 -160
1325 -15 -575 -160
1326 -15 -570 -160
1327 -15 -565 -160
1328 -15 -560 -160
1329 -15 -555 -160
1330 -15 -550 -160
1331 -15 -545 -160
1332 -15 -540 -160
1333 -15 -535 -160
1334 -15 -530 -160
1335 -15 -525 -160
1336 -15 -520 -160
1337 -15 -515 -160
1338 -15 -510 -160
1339 -15 -505 -160
1340 -15 -500 -160
1341 -15 -495 -160
1342 -15 -490 -160
1343 -15 -485 -160
1344 -15 -480 -160
1345 -15 -475 -160
1346 -15 -470 -160
1347 -15 -465 -160
1348 -15 -460 -160
1349 -15 -455 -160
1350 -15 -450 -160
1351 -15 -445 -160
1352 -15 -440 -160
1353 -15 -435 -160
1354 -15 -430 -160
1355 -15 -425 -160
1356 -15 -420 -160
1357 -15 -415 -160
1358 -15 -410 -160
1359 -15 -405 -160
1360 -15 -400 -160
1361 -15 -395 -160
1362 -15 -390 -160
1363 -15 -385 -160
1364 -15 -380 -160
1365 -15 -375 -160
1366 -15 -370 -160
1367 -15 -365 -160
1368 -15 -360 -160
1369 -15 -355 -160
1370 -15 -350 -160
1371 -15 -345 -160
1372 -15 -340 -160
1373 -15 -335 -160
1374 -15 -330 -160
1375 -15 -325 -160
1376 -15 -320 -160
1377 -15 -315 -160
1378 -15 -310 -160
1379 -15 -305 -160
1380 -15 -300 -160
1381 -15 -295 -160
1382 -15 -290 -160
1383 -15 -285 -160
1384 -15 -280 -160
1385 -15 -275 -160
1386 -15 -270 -160
1387 -15 -265 -160
1388 -15 -260 -160
1389 -15 -255 -160
1390 -15 -250 -160
1391 -15 -245 -160
1392 -15 -240 -160
1393 -15 -235 -160
1394 -15 -230 -160
1395 -15 -225 -160
1396 -15 -220 -160
1397 -15 -215 -160
1398 -15 -210 -160
1399 -15 -205 -160
1400 -15 -200 -160
1401 -15 -195 -160
1402 -15 -190 -160
1403 -15 -185 -160
1404 -15 -180 -160
1405 -15 -175 -160
1406 -15 -170 -160
1407 -15 -165 -160
1408 -15 -160 -160
1409 -15 -155 -160
1410 -15 -150 -160
1411 -15 -145 -160
1412 -15 -140 -160
1413 -15 -135 -160
1414 -15 -130 -160
1415 -15 -125 -160
1416 -15 -120 -160
1417 -15 -115 -160
1418 -15 -110 -160
1419 -15 -105 -160
1420 -15 -100 -160
1421 -15 -95 -160
1422 -15 -90 -160
1423 -15 -85 -160
1424 -15 -80 -160
1425 -15 -75 -160
1426 -15 -70 -160
1427 -15 -65 -160
1428 -15 -60 -160
1429 -15 -55 -160
1430 -15 -50 -160
1431 -15 -45 -160
1432 -15 -40 -160
1433 -15 -35 -160
1434 -15 -30 -160
1435 -15 -25 -160
1436 -15 -20 -160
1437 -15 -15 -160
1438 -15 -10 -160
1439 -15 -5 -160
1440 -10 -1200 -160
1441 -10 -1195 -160
1442 -10 -1190 -160
1443 -10 -1185 -160
1444 -10 -1180 -160
1445 -10 -1175 -160
1446 -10 -1170 -160
1447 -10 -1165 -160
1448 -10 -1160 -160
1449 -10 -1155 -160
1450 -10 -1150 -160
1451 -10 -1145 -160
1452 -10 -1140 -160
1453 -10 -1135 -160
1454 -10 -1130 -160
1455 -10 -1125 -160
1456 -10 -1120 -160
1457 -10 -1115 -160
1458 -10 -1110 -160
1459 -10 -1105 -160
1460 -10 -1100 -160
1461 -10 -1095 -160
1462 -10 -1090 -160
1463 -10 -1085 -160
1464 -10 -1080 -160
1465 -10 -1075 -160
1466 -10 -1070 -160
1467 -10 -1065 -160
1468 -10 -1060 -160
1469 -10 -1055 -160
1470 -10 -1050 -160
1471 -10 -1045 -160
1472 -10 -1040 -160
1473 -10 -1035 -160
1474 -10 -1030 -160
1475 -10 -1025 -160
1476 -10 -1020 -160
1477 -10 -1015 -160
1478 -10 -1010 -160
1479 -10 -1005 -160
1480 -10 -1000 -160
1481 -10 -995 -160
1482 -10 -990 -160
1483 -10 -985 -160
1484 -10 -980 -160
1485 -10 -975 -160
1486 -10 -970 -160
1487 -10 -965 -160
1488 -10 -960 -160
1489 -10 -955 -160
1490 -10 -950 -160
1491 -10 -945 -160
1492 -10 -940 -160
1493 -10 -935 -160
1494 -10 -930 -160
1495 -10 -925 -160
1496 -10 -920 -160
1497 -10 -915 -160
1498 -10 -910 -160
1499 -10 -905 -160
1500 -10 -900 -160
1501 -10 -895 -160
1502 -10 -890 -160
1503 -10 -885 -160
1504 -10 -880 -160
1505 -10 -875 -160
1506 -10 -870 -160
1507 -10 -865 -160
1508 -10 -860 -160
1509 -10 -855 -160
1510 -10 -850 -160
1511 -10 -845 -160
1512 -10 -840 -160
1513 -10 -835 -160
1514 -10 -830 -160
1515 -10 -825 -160
1516 -10 -820 -160
1517 -10 -815 -160
1518 -10 -810 -160
1519 -10 -805 -160
1520 -10 -800 -160
1521 -10 -795 -160
1522 -10 -790 -160
1523 -10 -785 -160
1524 -10 -780 -160
1525 -10 -775 -160
1526 -10 -770 -160
1527 -10 -765 -160
1528 -10 -760 -160
1529 -10 -755 -160
1530 -10 -750 -160
1531 -10 -745 -160
1532 -10 -740 -160
1533 -10 -735 -160
1534 -10 -730 -160
1535 -10 -725 -160
1536 -10 -720 -160
1537 -10 -715 -160
1538 -10 -710 -160
1539 -10 -705 -160
1540 -10 -700 -160
1541 -10 -695 -160
1542 -10 -690 -160
1543 -10 -685 -160
1544 -10 -680 -160
1545 -10 -675 -160
1546 -10 -670 -160
1547 -10 -665 -160
1548 -10 -660 -160
1549 -10 -655 -160
1550 -10 -650 -160
1551 -10 -645 -160
1552 -10 -640 -160
1553 -10 -635 -160
1554 -10 -630 -160
1555 -10 -625 -160
1556 -10 -620 -160
1557 -10 -615 -160
1558 -10 -610 -160
1559 -10 -605 -160
1560 -10 -600 -160
1561 -10 -595 -160
1562 -10 -590 -160
1563 -10 -585 -160
1564 -10 -580 -160
1565 -10 -575 -160
1566 -10 -570 -160
1567 -10 -565 -160
1568 -10 -560 -160
1569 -10 -555 -160
1570 -10 -550 -160
1571 -10 -545 -160
1572 -10 -540 -160
1573 -10 -535 -160
1574 -10 -530 -160
1575 -10 -525 -160
1576 -10 -520 -160
1577 -10 -515 -160
1578 -10 -510 -160
1579 -10 -505 -160
1580 -10 -500 -160
1581 -10 -495 -160
1582 -10 -490 -160
1583 -10 -485 -160
1584 -10 -480 -160
1585 -10 -475 -160
1586 -10 -470 -160
1587 -10 -465 -160
1588 -10 -460 -160
1589 -10 -455 -160
1590 -10 -450 -160
1591 -10 -445 -160
1592 -10 -440 -160
1593 -10 -435 -160
1594 -10 -430 -160
1595 -10 -425 -160
1596 -10 -420 -160
1597 -10 -415 -160
1598 -10 -410 -160
1599 -10 -405 -160
1600 -10 -400 -160
1601 -10 -395 -160
1602 -10 -390 -160
1603 -10 -385 -160
1604 -10 -380 -160
1605 -10 -375 -160
1606 -10 -370 -160
1607 -10 -365 -160
1608 -10 -360 -160
1609 -10 -355 -160
1610 -10 -350 -160
1611 -10 -345 -160
1612 -10 -340 -160
1613 -10 -335 -160
1614 -10 -330 -160
1615 -10 -325 -160
1616 -10 -320 -160
1617 -10 -315 -160
1618 -10 -310 -160
1619 -10 -305 -160
1620 -10 -300 -160
1621 -10 -295 -160
1622 -10 -290 -160
1623 -10 -285 -160
1624 -10 -280 -160
1625 -10 -275 -160
1626 -10 -270 -160
1627 -10 -265 -160
1628 -10 -260 -160
1629 -10 -255 -160
1630 -10 -250 -160
1631 -10 -245 -160
1632 -10 -240 -160
1633 -10 -235 -160
1634 -10 -230 -160
1635 -10 -225 -160
1636 -10 -220 -160
1637 -10 -215 -160
1638 -10 -210 -160
1639 -10 -205 -160
1640 -10 -200 -160
1641 -10 -195 -160
1642 -10 -190 -160
1643 -10 -185 -160
1644 -10 -180 -160
1645 -10 -175 -160
1646 -10 -170 -160
1647 -10 -165 -160
1648 -10 -160 -160
1649 -10 -155 -160
1650 -10 -150 -160
1651 -10 -145 -160
1652 -10 -140 -160
1653 -10 -135 -160
1654 -10 -130 -160
1655 -10 -125 -160
1656 -10 -120 -160
1657 -10 -115 -160
1658 -10 -110 -160
1659 -10 -105 -160
1660 -10 -100 -160
1661 -10 -95 -160
1662 -10 -90 -160
1663 -10 -85 -160
1664 -10 -80 -160
1665 -10 -75 -160
1666 -10 -70 -160
1667 -10 -65 -160
1668 -10 -60 -160
1669 -10 -55 -160
1670 -10 -50 -160
1671 -10 -45 -160
1672 -10 -40 -160
1673 -10 -35 -160
1674 -10 -30 -160
1675 -10 -25 -160
1676 -10 -20 -160
1677 -10 -15 -160
1678 -10 -10 -160
1679 -10 -5 -160
1680 -5 -1200 -160
1681 -5 -1195 -160
1682 -5 -1190 -160
1683 -5 -1185 -160
1684 -5 -1180 -160
1685 -5 -1175 -160
1686 -5 -1170 -160
1687 -5 -1165 -160
1688 -5 -1160 -160
1689 -5 -1155 -160
1690 -5 -1150 -160
1691 -5 -1145 -160
1692 -5 -1140 -160
1693 -5 -1135 -160
1694 -5 -1130 -160
1695 -5 -1125 -160
1696 -5 -1120 -160
1697 -5 -1115 -160
1698 -5 -1110 -160
1699 -5 -1105 -160
1700 -5 -1100 -160
1701 -5 -1095 -160
1702 -5 -1090 -160
1703 -5 -1085 -160
1704 -5 -1080 -160
1705 -5 -1075 -160
1706 -5 -1070 -160
1707 -5 -1065 -160
1708 -5 -1060 -160
1709 -5 -1055 -160
1710 -5 -1050 -160
1711 -5 -1045 -160
1712 -5 -1040 -160
1713 -5 -1035 -160
1714 -5 -1030 -160
1715 -5 -1025 -160
1716 -5 -1020 -160
1717 -5 -1015 -160
1718 -5 -1010 -160
1719 -5 -1005 -160
1720 -5 -1000 -160
1721 -5 -995 -160
1722 -5 -990 -160
1723 -5 -985 -160
1724 -5 -980 -160
1725 -5 -975 -160
1726 -5 -970 -160
1727 -5 -965 -160
1728 -5 -960 -160
1729 -5 -955 -160
1730 -5 -950 -160
1731 -5 -945 -160
1732 -5 -940 -160
1733 -5 -935 -160
1734 -5 -930 -160
1735 -5 -925 -160
1736 -5 -920 -160
1737 -5 -915 -160
1738 -5 -910 -160
1739 -5 -905 -160
1740 -5 -900 -160
1741 -5 -895 -160
1742 -5 -890 -160
1743 -5 -885 -160
1744 -5 -880 -160
1745 -5 -875 -160
1746 -5 -870 -160
1747 -5 -865 -160
1748 -5 -860 -160
1749 -5 -855 -160
1750 -5 -850 -160
1751 -5 -845 -160
1752 -5 -840 -160
1753 -5 -835 -160
1754 -5 -830 -160
1755 -5 -825 -160
1756 -5 -820 -160
1757 -5 -815 -160
1758 -5 -810 -160
1759 -5 -805 -160
1760 -5 -800 -160
1761 -5 -795 -160
1762 -5 -790 -160
1763 -5 -785 -160
1764 -5 -780 -160
1765 -5 -775 -160
1766 -5 -770 -160
1767 -5 -765 -160
1768 -5 -760 -160
1769 -5 -755 -160
1770 -5 -750 -160
1771 -5 -745 -160
1772 -5 -740 -160
1773 -5 -735 -160
1774 -5 -730 -160
1775 -5 -725 -160
1776 -5 -720 -160
1777 -5 -715 -160
1778 -5 -710 -160
1779 -5 -705 -160
1780 -5 -700 -160
1781 -5 -695 -160
1782 -5 -690 -160
1783 -5 -685 -160
1784 -5 -680 -160
1785 -5 -675 -160
1786 -5 -670 -160
1787 -5 -665 -160
1788 -5 -660 -160
1789 -5 -655 -160
1790 -5 -650 -160
1791 -5 -645 -160
1792 -5 -640 -160
1793 -5 -635 -160
1794 -5 -630 -160
1795 -5 -625 -160
1796 -5 -620 -160
1797 -5 -615 -160
1798 -5 -610 -160
1799 -5 -605 -160
1800 -5 -600 -160
1801 -5 -595 -160
1802 -5 -590 -160
1803 -5 -585 -160
1804 -5 -580 -160
1805 -5 -575 -160
1806 -5 -570 -160
1807 -5 -565 -160
1808 -5 -560 -160
1809 -5 -555 -160
1810 -5 -550 -160
1811 -5 -545 -160
1812 -5 -540 -160
1813 -5 -535 -160
1814 -5 -530 -160
1815 -5 -525 -160
1816 -5 -520 -160
1817 -5 -515 -160
1818 -5 -510 -160
1819 -5 -505 -160
1820 -5 -500 -160
1821 -5 -495 -160
1822 -5 -490 -160
1823 -5 -485 -160
1824 -5 -480 -160
1825 -5 -475 -160
1826 -5 -470 -160
1827 -5 -465 -160
1828 -5 -460 -160
1829 -5 -455 -160
1830 -5 -450 -160
1831 -5 -445 -160
1832 -5 -440 -160
1833 -5 -435 -160
1834 -5 -430 -160
1835 -5 -425 -160
1836 -5 -420 -160
1837 -5 -415 -160
1838 -5 -410 -160
1839 -5 -405 -160
1840 -5 -400 -160
1841 -5 -395 -160
1842 -5 -390 -160
1843 -5 -385 -160
1844 -5 -380 -160
1845 -5 -375 -160
1846 -5 -370 -160
1847 -5 -365 -160
1848 -5 -360 -160
1849 -5 -355 -160
1850 -5 -350 -160
1851 -5 -345 -160
1852 -5 -340 -160
1853 -5 -335 -160
1854 -5 -330 -160
1855 -5 -325 -160
1856 -5 -320 -160
1857 -5 -315 -160
1858 -5 -310 -160
1859 -5 -305 -160
1860 -5 -300 -160
1861 -5 -295 -160
1862 -5 -290 -160
1863 -5 -285 -160
1864 -5 -280 -160
1865 -5 -275 -160
1866 -5 -270 -160
1867 -5 -265 -160
1868 -5 -260 -160
1869 -5 -255 -160
1870 -5 -250 -160
1871 -5 -245 -160
1872 -5 -240 -160
1873 -5 -235 -160
1874 -5 -230 -160
1875 -5 -225 -160
1876 -5 -220 -160
1877 -5 -215 -160
1878 -5 -210 -160
1879 -5 -205 -160
1880 -5 -200 -160
1881 -5 -195 -160
1882 -5 -190 -160
1883 -5 -185 -160
1884 -5 -180 -160
1885 -5 -175 -160
1886 -5 -170 -160
1887 -5 -165 -160
1888 -5 -160 -160
1889 -5 -155 -160
1890 -5 -150 -160
1891 -5 -145 -160
1892 -5 -140 -160
1893 -5 -135 -160
1894 -5 -130 -160
1895 -5 -125 -160
1896 -5 -120 -160
1897 -5 -115 -160
1898 -5 -110 -160
1899 -5 -105 -160
1900 -5 -100 -160
1901 -5 -95 -160
1902 -5 -90 -160
1903 -5 -85 -160
1904 -5 -80 -160
1905 -5 -75 -160
1906 -5 -70 -160
1907 -5 -65 -160
1908 -5 -60 -160
1909 -5 -55 -160
1910 -5 -50 -160
1911 -5 -45 -160
1912 -5 -40 -160
1913 -5 -35 -160
1914 -5 -30 -160
1915 -5 -25 -160
1916 -5 -20 -160
1917 -5 -15 -160
1918 -5 -10 -160
1919 -5 -5 -160
1920 0 -1200 -160
1921 0 -1195 -160
1922 0 -1190 -160
1923 0 -1185 -160
1924 0 -1180 -160
1925 0 -1175 -160
1926 0 -1170 -160
1927 0 -1165 -160
1928 0 -1160 -160
1929 0 -1155 -160
1930 0 -1150 -160
1931 0 -1145 -160
1932 0 -1140 -160
1933 0 -1135 -160
1934 0 -1130 -160
1935 0 -1125 -160
1936 0 -1120 -160
1937 0 -1115 -160
1938 0 -1110 -160
1939 0 -1105 -160
1940 0 -1100 -160
1941 0 -1095 -160
1942 0 -1090 -160
1943 0 -1085 -160
1944 0 -1080 -160
1945 0 -1075 -160
1946 0 -1070 -160
1947 0 -1065 -160
1948 0 -1060 -160
1949 0 -1055 -160
1950 0 -1050 -160
1951 0 -1045 -160
1952 0 -1040 -160
1953 0 -1035 -160
1954 0 -1030 -160
1955 0 -1025 -160
1956 0 -1020 -160
1957 0 -1015 -160
1958 0 -1010 -160
1959 0 -1005 -160
1960 0 -1000 -160
1961 0 -995 -160
1962 0 -990 -160
1963 0 -985 -160
1964 0 -980 -160
1965 0 -975 -160
1966 0 -970 -160
1967 0 -965 -160
1968 0 -960 -160
1969 0 -955 -160
1970 0 -950 -160
1971 0 -945 -160
1972 0 -940 -160
1973 0 -935 -160
1974 0 -930 -160
1975 0 -925 -160
1976 0 -920 -160
1977 0 -915 -160
1978 0 -910 -160
1979 0 -905 -160
1980 0 -900 -160
1981 0 -895 -160
1982 0 -890 -160
1983 0 -885 -160
1984 0 -880 -160
1985 0 -875 -160
1986 0 -870 -160
1987 0 -865 -160
1988 0 -860 -160
1989 0 -855 -160
1990 0 -850 -160
1991 0 -845 -160
1992 0 -840 -160
1993 0 -835 -160
1994 0 -830 -160
1995 0 -825 -160
1996 0 -820 -160
1997 0 -815 -160
1998 0 -810 -160
1999 0 -805 -160
2000 0 -800 -160
2001 0 -795 -160
2002 0 -790 -160
2003 0 -785 -160
2004 0 -780 -160
2005 0 -775 -160
2006 0 -770 -160
2007 0 -765 -160
2008 0 -760 -160
2009 0 -755 -160
2010 0 -750 -160
2011 0 -745 -160
2012 0 -740 -160
2013 0 -735 -160
2014 0 -730 -160
2015 0 -725 -160
2016 0 -720 -160
2017 0 -715 -160
2018 0 -710 -160
2019 0 -705 -160
2020 0 -700 -160
2021 0 -695 -160
2022 0 -690 -160
2023 0 -685 -160
2024 0 -680 -160
2025 0 -675 -160
2026 0 -670 -160
2027 0 -665 -160
2028 0 -660 -160
2029 0 -655 -160
2030 0 -650 -160
2031 0 -645 -160
2032 0 -640 -160
2033 0 -635 -160
2034 0 -630 -160
2035 0 -625 -160
2036 0 -620 -160
2037 0 -615 -160
2038 0 -610 -160
2039 0 -605 -160
2040 0 -600 -160
2041 0 -595 -160
2042 0 -590 -160
2043 0 -585 -160
2044 0 -580 -160
2045 0 -575 -160
2046 0 -570 -160
2047 0 -565 -160
2048 0 -560 -160
2049 0 -555 -160
2050 0 -550 -160
2051 0 -545 -160
2052 0 -540 -160
2053 0 -535 -160
2054 0 -530 -160
2055 0 -525 -160
2056 0 -520 -160
2057 0 -515 -160
2058 0 -510 -160
2059 0 -505 -160
2060 0 -500 -160
2061 0 -495 -160
2062 0 -490 -160
2063 0 -485 -160
2064 0 -480 -160
2065 0 -475 -160
2066 0 -470 -160
2067 0 -465 -160
2068 0 -460 -160
2069 0 -455 -160
2070 0 -450 -160
2071 0 -445 -160
2072 0 -440 -160
2073 0 -435 -160
2074 0 -430 -160
2075 0 -425 -160
2076 0 -420 -160
2077 0 -415 -160
2078 0 -410 -160
2079 0 -405 -160
2080 0 -400 -160
2081 0 -395 -160
2082 0 -390 -160
2083 0 -385 -160
2084 0 -380 -160
2085 0 -375 -160
2086 0 -370 -160
2087 0 -365 -160
2088 0 -360 -160
2089 0 -355 -160
2090 0 -350 -160
2091 0 -345 -160
2092 0 -340 -160
2093 0 -335 -160
2094 0 -330 -160
2095 0 -325 -160
2096 0 -320 -160
2097 0 -315 -160
2098 0 -310 -160
2099 0 -305 -160
2100 0 -300 -160
2101 0 -295 -160
2102 0 -290 -160
2103 0 -285 -160
2104 0 -280 -160
2105 0 -275 -160
2106 0 -270 -160
2107 0 -265 -160
2108 0 -260 -160
2109 0 -255 -160
2110 0 -250 -160
2111 0 -245 -160
2112 0 -240 -160
2113 0 -235 -160
2114 0 -230 -160
2115 0 -225 -160
2116 0 -220 -160
2117 0 -215 -160
2118 0 -210 -160
2119 0 -205 -160
2120 0 -200 -160
2121 0 -195 -160
2122 0 -190 -160
2123 0 -185 -160
2124 0 -180 -160
2125 0 -175 -160
2126 0 -170 -160
2127 0 -165 -160
2128 0 -160 -160
2129 0 -155 -160
2130 0 -150 -160
2131 0 -145 -160
2132 0 -140 -160
2133 0 -135 -160
2134 0 -130 -160
2135 0 -125 -160
2136 0 -120 -160
2137 0 -115 -160
2138 0 -110 -160
2139 0 -105 -160
2140 0 -100 -160
2141 0 -95 -160
2142 0 -90 -160
2143 0 -85 -160
2144 0 -80 -160
2145 0 -75 -160
2146 0 -70 -160
2147 0 -65 -160
2148 0 -60 -160
2149 0 -55 -160
2150 0 -50 -160
2151 0 -45 -160
2152 0 -40 -160
2153 0 -35 -160
2154 0 -30 -160
2155 0 -25 -160
2156 0 -20 -160
2157 0 -15 -160
2158 0 -10 -160
2159 0 -5 -160
2160 5 -1200 -160
2161 5 -1195 -160
2162 5 -1190 -160
2163 5 -1185 -160
2164 5 -1180 -160
2165 5 -1175 -160
2166 5 -1170 -160
2167 5 -1165 -160
2168 5 -1160 -160
2169 5 -1155 -160
2170 5 -1150 -160
2171 5 -1145 -160
2172 5 -1140 -160
2173 5 -1135 -160
2174 5 -1130 -160
2175 5 -1125 -160
2176 5 -1120 -160
2177 5 -1115 -160
2178 5 -1110 -160
2179 5 -1105 -160
2180 5 -1100 -160
2181 5 -1095 -160
2182 5 -1090 -160
2183 5 -1085 -160
2184 5 -1080 -160
2185 5 -1075 -160
2186 5 -1070 -160
2187 5 -1065 -160
2188 5 -1060 -160
2189 5 -1055 -160
2190 5 -1050 -160
2191 5 -1045 -160
2192 5 -1040 -160
2193 5 -1035 -160
2194 5 -1030 -160
2195 5 -1025 -160
2196 5 -1020 -160
2197 5 -1015 -160
2198 5 -1010 -160
2199 5 -1005 -160
2200 5 -1000 -160
2201 5 -995 -160
2202 5 -990 -160
2203 5 -985 -160
2204 5 -980 -160
2205 5 -975 -160
2206 5 -970 -160
2207 5 -965 -160
2208 5 -960 -160
2209 5 -955 -160
2210 5 -950 -160
2211 5 -945 -160
2212 5 -940 -160
2213 5 -935 -160
2214 5 -930 -160
2215 5 -925 -160
2216 5 -920 -160
2217 5 -915 -160
2218 5 -910 -160
2219 5 -905 -160
2220 5 -900 -160
2221 5 -895 -160
2222 5 -890 -160
2223 5 -885 -160
2224 5 -880 -160
2225 5 -875 -160
2226 5 -870 -160
2227 5 -865 -160
2228 5 -860 -160
2229 5 -855 -160
2230 5 -850 -160
2231 5 -845 -160
2232 5 -840 -160
2233 5 -835 -160
2234 5 -830 -160
2235 5 -825 -160
2236 5 -820 -160
2237 5 -815 -160
2238 5 -810 -160
2239 5 -805 -160
2240 5 -800 -160
2241 5 -795 -160
2242 5 -790 -160
2243 5 -785 -160
2244 5 -780 -160
2245 5 -775 -160
2246 5 -770 -160
2247 5 -765 -160
2248 5 -760 -160
2249 5 -755 -160
2250 5 -750 -160
2251 5 -745 -160
2252 5 -740 -160
2253 5 -735 -160
2254 5 -730 -160
2255 5 -725 -160
2256 5 -720 -160
2257 5 -715 -160
2258 5 -710 -160
2259 5 -705 -160
2260 5 -700 -160
2261 5 -695 -160
2262 5 -690 -160
2263 5 -685 -160
2264 5 -680 -160
2265 5 -675 -160
2266 5 -670 -160
2267 5 -665 -160
2268 5 -660 -160
2269 5 -655 -160
2270 5 -650 -160
2271 5 -645 -160
2272 5 -640 -160
2273 5 -635 -160
2274 5 -630 -160
2275 5 -625 -160
2276 5 -620 -160
2277 5 -615 -160
2278 5 -610 -160
2279 5 -605 -160
2280 5 -600 -160
2281 5 -595 -160
2282 5 -590 -160
2283 5 -585 -160
2284 5 -580 -160
2285 5 -575 -160
2286 5 -570 -160
2287 5 -565 -160
2288 5 -560 -160
2289 5 -555 -160
2290 5 -550 -160
2291 5 -545 -160
2292 5 -540 -160
2293 5 -535 -160
2294 5 -530 -160
2295 5 -525 -160
2296 5 -520 -160
2297 5 -515 -160
2298 5 -510 -160
2299 5 -505 -160
2300 5 -500 -160
2301 5 -495 -160
2302 5 -490 -160
2303 5 -485 -160
2304 5 -480 -160
2305 5 -475 -160
2306 5 -470 -160
2307 5 -465 -160
2308 5 -460 -160
2309 5 -455 -160
2310 5 -450 -160
2311 5 -445 -160
2312 5 -440 -160
2313 5 -435 -160
2314 5 -430 -160
2315 5 -425 -160
2316 5 -420 -160
2317 5 -415 -160
2318 5 -410 -160
2319 5 -405 -160
2320 5 -400 -160
2321 5 -395 -160
2322 5 -390 -160
2323 5 -385 -160
2324 5 -380 -160
2325 5 -375 -160
2326 5 -370 -160
2327 5 -365 -160
2328 5 -360 -160
2329 5 -355 -160
2330 5 -350 -160
2331 5 -345 -160
2332 5 -340 -160
2333 5 -335 -160
2334 5 -330 -160
2335 5 -325 -160
2336 5 -320 -160
2337 5 -315 -160
2338 5 -310 -160
2339 5 -305 -160
2340 5 -300 -160
2341 5 -295 -160
2342 5 -290 -160
2343 5 -285 -160
2344 5 -280 -160
2345 5 -275 -160
2346 5 -270 -160
2347 5 -265 -160
2348 5 -260 -160
2349 5 -255 -160
2350 5 -250 -160
2351 5 -245 -160
2352 5 -240 -160
2353 5 -235 -160
2354 5 -230 -160
2355 5 -225 -160
2356 5 -220 -160
2357 5 -215 -160
2358 5 -210 -160
2359 5 -205 -160
2360 5 -200 -160
2361 5 -195 -160
2362 5 -190 -160
2363 5 -185 -160
2364 5 -180 -160
2365 5 -175 -160
2366 5 -170 -160
2367 5 -165 -160
2368 5 -160 -160
2369 5 -155 -160
2370 5 -150 -160
2371 5 -145 -160
2372 5 -140 -160
2373 5 -135 -160
2374 5 -130 -160
2375 5 -125 -160
2376 5 -120 -160
2377 5 -115 -160
2378 5 -110 -160
2379 5 -105 -160
2380 5 -100 -160
2381 5 -95 -160
2382 5 -90 -160
2383 5 -85 -160
2384 5 -80 -160
2385 5 -75 -160
2386 5 -70 -160
2387 5 -65 -160
2388 5 -60 -160
2389 5 -55 -160
2390 5 -50 -160
2391 5 -45 -160
2392 5 -40 -160
2393 5 -35 -160
2394 5 -30 -160
2395 5 -25 -160
2396 5 -20 -160
2397 5 -15 -160
2398 5 -10 -160
2399 5 -5 -160
2400 10 -1200 -160
2401 10 -1195 -160
2402 10 -1190 -160
2403 10 -1185 -160
2404 10 -1180 -160
2405 10 -1175 -160
2406 10 -1170 -160
2407 10 -1165 -160
2408 10 -1160 -160
2409 10 -1155 -160
2410 10 -1150 -160
2411 10 -1145 -160
2412 10 -1140 -160
2413 10 -1135 -160
2414 10 -1130 -160
